,STATE/UT,DISTRICT,Year,Cyber Blackmailing and Threatening ,Cyber Pornography,Cyber Stalking and Bullying,Defamation and Morphing,Fake Profile,Other Crimes 
408,MEGHALAYA,GARO HILLS EAST,2007,2,0,0,2,0,0
409,MEGHALAYA,GARO HILLS SOUTH,2007,1,0,0,0,0,1
410,MEGHALAYA,GARO HILLS WEST,2007,5,0,0,8,0,0
411,MEGHALAYA,JAINTIA HILLS,2007,7,4,0,3,0,0
412,MEGHALAYA,KHASI HILLS EAST,2007,5,5,0,8,0,3
413,MEGHALAYA,KHASI HILLS WEST,2007,4,0,0,2,0,0
414,MEGHALAYA,RI-BHOI,2007,2,2,0,2,0,0
415,MEGHALAYA,TOTAL,2007,26,11,0,25,0,4
416,MIZORAM,AIZAWL,2007,26,0,0,13,0,1
417,MIZORAM,CHAMPHAI,2007,7,0,0,7,0,0
418,MIZORAM,KOLASIB,2007,6,0,0,15,0,0
419,MIZORAM,LAWNGTLAI,2007,2,0,0,0,0,0
420,MIZORAM,LUNGLEI,2007,3,0,0,11,0,0
421,MIZORAM,MAMIT,2007,0,0,0,0,0,15
422,MIZORAM,SAIHA,2007,3,0,0,6,0,0
423,MIZORAM,SERCHHIP,2007,5,1,0,0,0,0
424,MIZORAM,TOTAL,2007,52,1,0,52,0,16
425,NAGALAND,DIMAPUR,2007,4,4,0,0,0,0
426,NAGALAND,KIPHIRE,2007,0,0,0,0,0,0
427,NAGALAND,KOHIMA,2007,6,0,0,6,0,0
428,NAGALAND,MOKOKCHUNG,2007,1,0,0,0,0,0
429,NAGALAND,MON,2007,2,2,0,0,0,0
430,NAGALAND,PEREN,2007,0,0,0,0,0,0
431,NAGALAND,PHEK,2007,1,0,0,0,0,0
432,NAGALAND,TUENSANG,2007,0,0,0,0,0,0
433,NAGALAND,WOKHA,2007,1,0,0,0,0,0
434,NAGALAND,ZUNHEBOTO,2007,2,0,0,0,0,0
435,NAGALAND,TOTAL,2007,17,6,0,6,0,0
436,ODISHA,ANGUL,2007,33,5,8,90,0,53
437,ODISHA,BALASORE,2007,58,32,36,92,9,68
438,ODISHA,BARAGARH,2007,19,8,0,41,2,30
439,ODISHA,BERHAMPUR,2007,10,10,4,41,6,29
440,ODISHA,BHADRAK,2007,35,18,23,29,5,79
441,ODISHA,BOLANGIR,2007,19,16,4,91,11,61
442,ODISHA,BOUDH,2007,6,5,1,21,3,6
443,ODISHA,CUTTACK,2007,34,33,39,42,1,125
444,ODISHA,DEOGARH,2007,8,4,2,33,0,8
445,ODISHA,DHENKANAL,2007,15,7,14,82,5,31
446,ODISHA,GAJAPATI,2007,10,3,1,13,2,7
447,ODISHA,GANJAM,2007,22,10,1,102,6,9
448,ODISHA,JAGATSINGHPUR,2007,12,16,16,13,2,30
449,ODISHA,JAJPUR,2007,24,14,16,16,3,42
450,ODISHA,JHARSUGUDA,2007,12,5,4,39,1,13
451,ODISHA,KALAHANDI,2007,30,17,0,22,5,9
452,ODISHA,KANDHAMAL,2007,34,25,4,95,15,29
453,ODISHA,KENDRAPARA,2007,11,15,24,66,176,57
454,ODISHA,KEONJHAR,2007,38,19,4,127,16,41
455,ODISHA,KHURDA,2007,65,32,11,28,9,171
456,ODISHA,KORAPUT,2007,38,13,7,56,124,132
457,ODISHA,MALKANGIR,2007,14,5,0,27,0,12
458,ODISHA,MAYURBHANJ,2007,77,31,19,141,0,74
459,ODISHA,NAYAGARH,2007,17,18,14,11,3,9
460,ODISHA,NOWRANGPUR,2007,13,3,0,41,7,13
461,ODISHA,NUAPADA,2007,9,2,0,16,5,17
462,ODISHA,PURI,2007,41,24,29,13,0,32
463,ODISHA,RAYAGADA,2007,9,0,1,33,2,26
464,ODISHA,ROURKELA,2007,12,6,2,35,13,17
465,ODISHA,SAMBALPUR,2007,18,9,0,82,9,18
466,ODISHA,SONEPUR,2007,8,4,6,28,4,11
467,ODISHA,SRP(CUTTACK),2007,1,3,0,5,4,0
468,ODISHA,SRP(ROURKELA),2007,2,3,0,2,0,0
469,ODISHA,SUNDARGARH,2007,36,19,4,82,10,7
470,ODISHA,TOTAL,2007,790,434,294,1655,458,1266
471,PUNJAB,AMRITSAR,2007,9,26,7,9,0,77
472,PUNJAB,BARNALA,2007,12,13,6,13,0,24
473,PUNJAB,BATALA,2007,8,4,6,1,0,19
474,PUNJAB,BHATINDA,2007,13,9,4,15,0,57
475,PUNJAB,FARIDKOT,2007,6,7,4,11,0,20
476,PUNJAB,FATEHGARH SAHIB,2007,11,6,4,4,1,7
477,PUNJAB,FEROZEPUR,2007,22,7,11,17,0,22
478,PUNJAB,G.R.P,2007,0,0,3,1,0,0
479,PUNJAB,GURDASPUR,2007,12,14,6,4,0,21
480,PUNJAB,HOSHIARPUR,2007,19,13,12,13,0,46
481,PUNJAB,JAGRAON,2007,19,11,7,3,2,27
482,PUNJAB,JALANDHAR,2007,21,49,17,16,2,104
483,PUNJAB,KAPURTHALA,2007,8,9,2,20,0,34
484,PUNJAB,KHANNA,2007,6,1,4,0,0,15
485,PUNJAB,LUDHIANA,2007,38,46,11,46,13,249
486,PUNJAB,MAJITHA,2007,9,6,9,8,0,20
487,PUNJAB,MANSA,2007,6,4,2,3,0,3
488,PUNJAB,MOGA,2007,11,9,6,8,2,25
489,PUNJAB,MUKTSAR,2007,3,2,1,2,0,16
490,PUNJAB,NAWAN SHAHR,2007,11,8,4,8,0,14
491,PUNJAB,PATIALA,2007,23,46,10,128,19,232
492,PUNJAB,ROPAR,2007,6,6,5,13,4,33
493,PUNJAB,SANGRUR,2007,15,18,10,18,4,36
494,PUNJAB,TARN TARAN,2007,10,10,8,11,0,27
495,PUNJAB,TOTAL,2007,298,324,159,372,47,1128
496,RAJASTHAN,AJMER,2007,16,125,12,95,0,236
497,RAJASTHAN,ALWAR,2007,34,87,43,124,0,235
498,RAJASTHAN,BANSWARA,2007,90,59,10,112,1,151
499,RAJASTHAN,BARAN,2007,81,94,3,219,5,124
500,RAJASTHAN,BARMER,2007,13,14,13,71,0,45
501,RAJASTHAN,BHARATPUR,2007,48,103,24,77,0,209
502,RAJASTHAN,BHILWARA,2007,42,223,5,126,3,312
503,RAJASTHAN,BIKANER,2007,35,34,13,53,0,153
504,RAJASTHAN,BUNDI,2007,36,103,2,164,6,157
505,RAJASTHAN,CHITTORGARH,2007,67,169,7,112,5,384
506,RAJASTHAN,CHURU,2007,24,14,8,73,3,174
507,RAJASTHAN,DAUSA,2007,9,26,8,31,0,60
508,RAJASTHAN,DHOLPUR,2007,24,33,21,34,0,93
509,RAJASTHAN,DUNGARPUR,2007,17,50,3,56,0,60
510,RAJASTHAN,G.R.P.,2007,1,4,0,14,0,0
511,RAJASTHAN,GANGANAGAR,2007,55,65,13,118,2,375
512,RAJASTHAN,HANUMANGARH,2007,35,22,20,98,0,241
513,RAJASTHAN,JAIPUR,2007,61,203,29,179,1,453
514,RAJASTHAN,JAISALMER,2007,2,7,3,21,0,16
515,RAJASTHAN,JALORE,2007,10,20,12,61,0,96
516,RAJASTHAN,JHALAWAR,2007,65,57,8,144,10,224
517,RAJASTHAN,JHUNJHUNU,2007,19,25,0,50,0,125
518,RAJASTHAN,JODHPUR,2007,20,53,12,128,3,263
519,RAJASTHAN,KARAULI,2007,21,50,10,37,0,66
520,RAJASTHAN,KOTA,2007,50,116,17,203,6,319
521,RAJASTHAN,NAGAUR,2007,22,34,14,65,0,102
522,RAJASTHAN,PALI,2007,25,61,15,115,2,196
523,RAJASTHAN,RAJSAMAND,2007,13,63,6,40,1,104
524,RAJASTHAN,SAWAI MADHOPUR,2007,19,42,6,49,0,97
525,RAJASTHAN,SIKAR,2007,13,22,15,28,0,114
526,RAJASTHAN,SIROHI,2007,22,19,8,29,0,79
527,RAJASTHAN,TONK,2007,17,50,7,84,6,142
528,RAJASTHAN,UDAIPUR,2007,43,118,9,68,2,127
529,RAJASTHAN,TOTAL,2007,1049,2165,376,2878,56,5532
530,SIKKIM,EAST,2007,7,1,0,0,8,0
531,SIKKIM,NORTH,2007,0,0,0,0,0,0
532,SIKKIM,SOUTH,2007,1,0,0,0,4,0
533,SIKKIM,WEST,2007,0,1,0,0,2,0
534,SIKKIM,TOTAL,2007,8,2,0,0,14,0
535,TAMIL NADU,ARIYALUR,2007,6,14,3,38,4,8
536,TAMIL NADU,CHENGAI,2007,20,8,16,58,8,57
537,TAMIL NADU,CHENNAI,2007,28,0,13,70,209,111
538,TAMIL NADU,CHENNAI RLY.,2007,0,0,0,5,0,2
539,TAMIL NADU,COIMBATORE RURAL,2007,18,27,16,75,25,49
540,TAMIL NADU,COIMBATORE URBAN,2007,4,10,5,19,38,28
541,TAMIL NADU,CUDDALORE,2007,16,2,9,137,50,21
542,TAMIL NADU,DHARMAPURI,2007,17,30,6,65,8,18
543,TAMIL NADU,DINDIGUL,2007,14,35,8,48,11,8
544,TAMIL NADU,ERODE,2007,9,14,4,72,16,25
545,TAMIL NADU,KANCHIPURAM,2007,21,9,6,30,9,12
546,TAMIL NADU,KANYAKUMARI,2007,6,9,5,27,170,29
547,TAMIL NADU,KARUR,2007,4,8,2,21,2,14
548,TAMIL NADU,MADURAI RURAL,2007,13,23,5,52,8,69
549,TAMIL NADU,MADURAI URBAN,2007,2,18,12,20,52,24
550,TAMIL NADU,NAGAPATTINAM,2007,12,25,4,55,13,8
551,TAMIL NADU,NAMAKKAL,2007,7,16,4,39,13,18
552,TAMIL NADU,NILGIRIS,2007,8,5,2,6,5,16
553,TAMIL NADU,PERAMBALUR,2007,3,11,0,18,0,12
554,TAMIL NADU,PUDUKOTTAI,2007,5,24,2,32,4,25
555,TAMIL NADU,RAMNATHAPURAM,2007,13,17,4,59,12,16
556,TAMIL NADU,SALEM RURAL,2007,8,29,8,53,7,7
557,TAMIL NADU,SALEM URBAN,2007,2,10,3,7,13,11
558,TAMIL NADU,SIVAGANGAI,2007,5,10,4,17,2,9
559,TAMIL NADU,THANJAVUR,2007,0,34,0,53,46,31
560,TAMIL NADU,THENI,2007,4,7,4,29,8,9
561,TAMIL NADU,THIRUNELVELI RURAL,2007,57,53,3,155,62,13
562,TAMIL NADU,THIRUNELVELI URBAN,2007,3,10,0,2,21,6
563,TAMIL NADU,THIRUVALLUR,2007,16,11,6,70,17,16
564,TAMIL NADU,THIRUVANNAMALAI,2007,5,33,1,53,9,18
565,TAMIL NADU,THIRUVARUR,2007,7,26,4,50,18,2
566,TAMIL NADU,THOOTHUGUDI,2007,12,0,1,94,47,36
567,TAMIL NADU,TRICHY RLY.,2007,0,0,0,0,3,0
568,TAMIL NADU,TRICHY RURAL,2007,6,17,3,22,5,2
569,TAMIL NADU,TRICHY URBAN,2007,5,6,4,9,51,18
570,TAMIL NADU,VELLORE,2007,13,0,8,54,16,5
571,TAMIL NADU,VILLUPURAM,2007,37,37,14,78,20,42
572,TAMIL NADU,VIRUDHUNAGAR,2007,17,19,2,81,10,20
573,TAMIL NADU,TOTAL,2007,423,607,191,1773,1012,815
574,TRIPURA,DHALAI,2007,11,0,2,4,0,11
575,TRIPURA,NORTH,2007,29,11,3,16,0,60
576,TRIPURA,SOUTH,2007,29,7,5,18,0,59
577,TRIPURA,WEST,2007,33,17,6,20,0,97
578,TRIPURA,TOTAL,2007,102,35,16,58,0,227
579,UTTAR PRADESH,AGRA,2007,66,132,63,110,114,327
580,UTTAR PRADESH,ALIGARH,2007,50,78,44,90,54,258
581,UTTAR PRADESH,ALLAHABAD,2007,42,75,56,85,105,226
582,UTTAR PRADESH,AMBEDKAR NAGAR,2007,19,29,14,15,9,87
583,UTTAR PRADESH,AURAIYA,2007,11,25,21,13,7,26
584,UTTAR PRADESH,AZAMGARH,2007,11,41,32,14,15,81
585,UTTAR PRADESH,BADAUN,2007,47,41,62,51,14,76
586,UTTAR PRADESH,BAGHPAT,2007,15,17,20,18,12,64
587,UTTAR PRADESH,BAHRAICH,2007,14,19,19,15,17,62
588,UTTAR PRADESH,BALLIA,2007,18,17,19,7,22,35
589,UTTAR PRADESH,BALRAMPUR,2007,8,19,12,23,11,30
590,UTTAR PRADESH,BANDA,2007,27,18,21,51,18,50
591,UTTAR PRADESH,BARABANKI,2007,41,55,35,37,21,188
592,UTTAR PRADESH,BAREILLY,2007,93,98,57,110,40,421
593,UTTAR PRADESH,BASTI,2007,18,23,22,28,12,48
594,UTTAR PRADESH,BIJNOR,2007,38,59,31,67,38,230
595,UTTAR PRADESH,BULANDSHAHAR,2007,31,64,45,71,219,227
596,UTTAR PRADESH,CHANDOLI,2007,4,11,16,13,0,22
597,UTTAR PRADESH,CHITRAKOOT DHAM,2007,8,3,8,16,4,2
598,UTTAR PRADESH,DEORIA,2007,7,33,27,15,15,44
599,UTTAR PRADESH,ETAH,2007,57,59,68,68,24,156
600,UTTAR PRADESH,ETAWAH,2007,20,22,29,25,26,52
601,UTTAR PRADESH,FAIZABAD,2007,22,26,17,24,18,49
602,UTTAR PRADESH,FATEHGARH,2007,9,38,22,23,28,93
603,UTTAR PRADESH,FATEHPUR,2007,28,27,46,25,15,59
604,UTTAR PRADESH,FIROZABAD,2007,22,59,48,33,69,89
605,UTTAR PRADESH,G.R.P.,2007,2,2,1,18,71,1
606,UTTAR PRADESH,GAUTAMBUDH NAGAR,2007,16,30,17,39,40,54
607,UTTAR PRADESH,GHAZIABAD,2007,31,79,33,54,138,140
608,UTTAR PRADESH,GHAZIPUR,2007,6,19,22,18,29,56
609,UTTAR PRADESH,GONDA,2007,18,21,26,19,13,46
610,UTTAR PRADESH,GORAKHPUR,2007,13,52,16,25,36,52
611,UTTAR PRADESH,HAMIRPUR,2007,14,16,22,32,7,25
612,UTTAR PRADESH,HARDOI,2007,70,60,63,86,21,136
613,UTTAR PRADESH,HATHRAS,2007,16,26,31,63,26,93
614,UTTAR PRADESH,J.P.NAGAR,2007,23,36,14,35,22,98
615,UTTAR PRADESH,JALAUN,2007,6,14,29,40,21,65
616,UTTAR PRADESH,JAUNPUR,2007,11,15,43,21,19,85
617,UTTAR PRADESH,JHANSI,2007,18,20,31,32,30,69
618,UTTAR PRADESH,KANNAUJ,2007,8,19,22,18,7,63
619,UTTAR PRADESH,KANPUR DEHAT,2007,21,34,39,45,7,79
620,UTTAR PRADESH,KANPUR NAGAR,2007,47,176,64,106,213,356
621,UTTAR PRADESH,KAUSHAMBI,2007,26,23,28,44,9,72
622,UTTAR PRADESH,KHIRI,2007,83,90,88,99,24,138
623,UTTAR PRADESH,KUSHI NAGAR,2007,7,20,18,19,35,14
624,UTTAR PRADESH,LALITPUR,2007,20,5,10,26,9,31
625,UTTAR PRADESH,LUCKNOW,2007,62,138,47,103,148,337
626,UTTAR PRADESH,MAHARAJGANJ,2007,13,13,7,13,37,10
627,UTTAR PRADESH,MAHOBA,2007,12,7,11,22,3,4
628,UTTAR PRADESH,MAINPURI,2007,13,31,42,32,3,63
629,UTTAR PRADESH,MATHURA,2007,25,33,21,48,50,77
630,UTTAR PRADESH,MAU,2007,17,25,16,33,27,39
631,UTTAR PRADESH,MEERUT,2007,28,96,34,59,123,236
632,UTTAR PRADESH,MIRZAPUR,2007,16,6,23,16,21,39
633,UTTAR PRADESH,MORADABAD,2007,44,72,45,79,85,207
634,UTTAR PRADESH,MUZAFFARNAGAR,2007,54,67,24,51,33,265
635,UTTAR PRADESH,PILIBHIT,2007,64,47,44,50,20,195
636,UTTAR PRADESH,PRATAPGARH,2007,18,35,33,21,9,44
637,UTTAR PRADESH,RAIBAREILLY,2007,58,50,29,57,17,137
638,UTTAR PRADESH,RAMPUR,2007,22,27,18,11,0,49
639,UTTAR PRADESH,SAHARANPUR,2007,41,52,21,45,96,196
640,UTTAR PRADESH,SANT KABIRNAGAR,2007,9,16,7,11,6,26
641,UTTAR PRADESH,SHAHJAHANPUR,2007,55,68,66,61,21,146
642,UTTAR PRADESH,SHRAWASTI,2007,13,18,4,16,8,18
643,UTTAR PRADESH,SIDHARTHNAGAR,2007,12,24,13,20,3,28
644,UTTAR PRADESH,SITAPUR,2007,85,47,82,71,35,106
645,UTTAR PRADESH,SONBHADRA,2007,5,6,12,9,4,5
646,UTTAR PRADESH,ST.RAVIDASNAGAR,2007,1,7,9,3,3,23
647,UTTAR PRADESH,SULTANPUR,2007,29,35,38,34,17,153
648,UTTAR PRADESH,UNNAO,2007,53,79,63,100,12,168
649,UTTAR PRADESH,VARANASI,2007,27,35,31,19,90,119
650,UTTAR PRADESH,TOTAL,2007,1958,2879,2211,2870,2575,7365
651,UTTARAKHAND,ALMORA,2007,4,1,3,5,0,5
652,UTTARAKHAND,BAGESHWAR,2007,1,4,8,1,0,0
653,UTTARAKHAND,CHAMOLI,2007,3,3,3,10,0,1
654,UTTARAKHAND,CHAMPAWAT,2007,0,3,0,7,0,5
655,UTTARAKHAND,DEHRADUN,2007,12,48,4,13,19,85
656,UTTARAKHAND,HARIDWAR,2007,13,23,10,21,33,105
657,UTTARAKHAND,NAINITAL,2007,5,0,5,11,3,29
658,UTTARAKHAND,PAURI GARHWAL,2007,7,7,5,4,1,7
659,UTTARAKHAND,PITHORAGARH,2007,7,0,2,6,4,10
660,UTTARAKHAND,RUDRA PRAYAG,2007,2,0,3,3,1,2
661,UTTARAKHAND,TEHRI GARHWAL,2007,2,5,2,3,0,8
662,UTTARAKHAND,UDHAMSINGH NAGAR,2007,10,29,10,7,22,31
663,UTTARAKHAND,UTTARKASHI,2007,8,3,1,12,1,13
664,UTTARAKHAND,TOTAL,2007,74,126,56,103,84,301
665,WEST BENGAL,24 PARGANAS NORTH,2007,53,63,23,63,0,447
666,WEST BENGAL,24 PARGANAS SOUTH,2007,47,52,48,54,0,480
667,WEST BENGAL,ASANSOL,2007,0,0,1,0,0,32
668,WEST BENGAL,BANKURA,2007,26,5,22,28,0,78
669,WEST BENGAL,BIRBHUM,2007,43,28,4,43,0,151
670,WEST BENGAL,BURDWAN,2007,46,32,32,85,0,296
671,WEST BENGAL,COOCHBEHAR,2007,36,41,6,44,0,146
672,WEST BENGAL,DAKSHIN DINAJPUR,2007,10,28,4,37,0,101
673,WEST BENGAL,DARJEELING,2007,20,20,2,26,0,56
674,WEST BENGAL,HOOGHLY,2007,29,38,10,39,0,372
675,WEST BENGAL,HOWRAH,2007,2,5,8,13,0,43
676,WEST BENGAL,HOWRAH CITY,2007,7,10,5,6,0,84
677,WEST BENGAL,HOWRAH G.R.P.,2007,1,4,0,9,1,0
678,WEST BENGAL,JALPAIGURI,2007,54,24,2,47,0,150
679,WEST BENGAL,KOLKATA,2007,19,78,6,165,37,207
680,WEST BENGAL,MALDA,2007,40,23,5,48,0,92
681,WEST BENGAL,MIDNAPUR,2007,84,74,58,54,1,470
682,WEST BENGAL,MURSHIDABAD,2007,66,46,12,36,2,240
683,WEST BENGAL,NADIA,2007,71,90,10,77,7,252
684,WEST BENGAL,PURULIA,2007,23,15,3,48,0,86
685,WEST BENGAL,SEALDAH G.R.P.,2007,1,1,0,0,0,2
686,WEST BENGAL,SILIGURI G.R.P.,2007,0,0,0,1,0,0
687,WEST BENGAL,UTTAR DINAJPUR,2007,31,18,4,31,0,74
688,WEST BENGAL,TOTAL,2007,709,695,265,954,48,3859
689,A & N ISLANDS,ANDAMAN,2007,3,2,0,18,1,9
690,A & N ISLANDS,NICOBAR,2007,0,0,0,1,0,0
691,A & N ISLANDS,TOTAL,2007,3,2,0,19,1,9
692,CHANDIGARH,CHANDIGARH,2007,18,50,3,24,15,36
693,CHANDIGARH,TOTAL,2007,18,50,3,24,15,36
694,D & N HAVELI,D and N HAVELI,2007,6,2,0,7,0,4
695,D & N HAVELI,TOTAL,2007,6,2,0,7,0,4
696,DAMAN & DIU,DAMAN,2007,0,3,0,0,0,4
697,DAMAN & DIU,DIU,2007,0,0,0,0,0,0
698,DAMAN & DIU,TOTAL,2007,0,3,0,0,0,4
699,DELHI,CENTRAL,2007,28,42,4,30,7,2
700,DELHI,DELHI UT TOTAL,2007,381,964,113,502,90,138
701,DELHI,EAST,2007,24,39,11,56,11,27
702,DELHI,G.R.P.(RLY),2007,1,7,0,4,0,0
703,DELHI,I.G.I. AIRPORT,2007,0,1,0,0,2,0
704,DELHI,NEW DELHI,2007,9,19,0,20,6,2
705,DELHI,NORTH,2007,28,53,4,26,6,9
706,DELHI,NORTH EAST,2007,36,123,20,34,1,8
707,DELHI,NORTH WEST,2007,103,298,25,102,18,22
708,DELHI,S.T.F.,2007,0,0,0,0,0,0
709,DELHI,SOUTH,2007,65,170,15,96,24,22
710,DELHI,SOUTH WEST,2007,42,113,16,69,13,24
711,DELHI,WEST,2007,45,99,18,65,2,22
712,LAKSHADWEEP,LAKSHADWEEP,2007,0,0,0,0,0,0
713,LAKSHADWEEP,TOTAL,2007,0,0,0,0,0,0
714,PUDUCHERRY,PONDICHERRY,2007,9,3,1,35,27,3
715,PUDUCHERRY,TOTAL,2007,9,3,1,35,27,3
716,ANDHRA PRADESH,ADILABAD,2008,37,32,20,174,63,240
717,ANDHRA PRADESH,ANANTAPUR,2008,28,49,9,179,37,151
718,ANDHRA PRADESH,CHITTOOR,2008,28,39,16,126,40,188
719,ANDHRA PRADESH,CUDDAPAH,2008,16,22,21,100,36,63
720,ANDHRA PRADESH,EAST GODAVARI,2008,25,5,11,108,73,276
721,ANDHRA PRADESH,GUNTAKAL RLY.,2008,1,0,0,3,0,0
722,ANDHRA PRADESH,GUNTUR,2008,46,71,13,186,85,434
723,ANDHRA PRADESH,HYDERABAD CITY,2008,57,61,24,138,123,590
724,ANDHRA PRADESH,KARIMNAGAR,2008,99,42,45,357,125,209
725,ANDHRA PRADESH,KHAMMAM,2008,48,55,13,191,375,324
726,ANDHRA PRADESH,KRISHNA,2008,41,21,14,211,110,374
727,ANDHRA PRADESH,KURNOOL,2008,45,24,11,166,115,167
728,ANDHRA PRADESH,MAHABOOBNAGAR,2008,85,36,31,202,42,225
729,ANDHRA PRADESH,MEDAK,2008,68,38,25,103,28,251
730,ANDHRA PRADESH,NALGONDA,2008,41,37,37,232,67,210
731,ANDHRA PRADESH,NELLORE,2008,46,54,10,206,226,289
732,ANDHRA PRADESH,NIZAMABAD,2008,35,21,17,71,24,278
733,ANDHRA PRADESH,PRAKASHAM,2008,21,25,5,156,18,142
734,ANDHRA PRADESH,RANGA REDDY,2008,49,70,51,143,93,508
735,ANDHRA PRADESH,SECUNDERABAD RLY.,2008,0,0,0,0,0,0
736,ANDHRA PRADESH,SRIKAKULAM,2008,14,9,4,60,16,114
737,ANDHRA PRADESH,VIJAYAWADA,2008,31,43,9,119,171,869
738,ANDHRA PRADESH,VIJAYAWADA RLY.,2008,1,0,0,2,0,2
739,ANDHRA PRADESH,VISAKHA RURAL,2008,14,0,2,65,41,85
740,ANDHRA PRADESH,VISAKHAPATNAM,2008,8,10,3,28,18,235
741,ANDHRA PRADESH,VIZIANAGARAM,2008,12,0,1,38,25,190
742,ANDHRA PRADESH,WARANGAL,2008,52,58,45,212,0,157
743,ANDHRA PRADESH,WEST GODAVARI,2008,54,32,12,223,73,447
744,ANDHRA PRADESH,TOTAL,2008,1002,854,449,3799,2024,7018
745,ARUNACHAL PRADESH,CHANGLANG,2008,3,2,0,0,0,2
746,ARUNACHAL PRADESH,DIBANG VALLEY,2008,5,5,0,4,0,5
747,ARUNACHAL PRADESH,KAMENG EAST,2008,1,3,0,6,0,0
748,ARUNACHAL PRADESH,KAMENG WEST,2008,0,1,0,0,0,0
749,ARUNACHAL PRADESH,LOHIT,2008,3,3,0,8,0,0
750,ARUNACHAL PRADESH,PAPUM PARE,2008,3,6,0,9,1,1
751,ARUNACHAL PRADESH,SIANG EAST,2008,11,8,0,14,0,1
752,ARUNACHAL PRADESH,SIANG UPPER,2008,3,0,0,0,0,0
753,ARUNACHAL PRADESH,SIANG WEST,2008,4,6,0,18,0,2
754,ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,1,3,0,4,0,0
755,ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,2,1,0,4,0,0
756,ARUNACHAL PRADESH,TAWANG,2008,1,0,0,0,1,1
757,ARUNACHAL PRADESH,TIRAP,2008,1,0,0,1,0,1
758,ARUNACHAL PRADESH,TOTAL,2008,38,38,0,68,2,13
759,ASSAM,BARPETA,2008,55,59,4,18,0,97
760,ASSAM,BONGAIGAON,2008,21,40,3,2,0,32
761,ASSAM,C.I.D.,2008,0,2,0,0,0,0
762,ASSAM,CACHAR,2008,71,80,7,156,0,219
763,ASSAM,DARRANG,2008,33,41,4,68,0,37
764,ASSAM,DHEMAJI,2008,48,25,1,23,0,57
765,ASSAM,DHUBRI,2008,46,51,4,67,2,167
766,ASSAM,DIBRUGARH,2008,45,58,1,27,0,43
767,ASSAM,G.R.P.,2008,0,0,0,0,0,0
768,ASSAM,GOALPARA,2008,40,29,2,67,0,93
769,ASSAM,GOLAGHAT,2008,42,60,0,36,0,36
770,ASSAM,GUWAHATI CITY,2008,60,144,6,41,0,69
771,ASSAM,HAILAKANDI,2008,24,42,1,30,0,34
772,ASSAM,JORHAT,2008,36,32,0,39,0,42
773,ASSAM,KAMRUP,2008,41,104,2,23,0,20
774,ASSAM,KARBI ANGLONG,2008,5,9,2,6,0,6
775,ASSAM,KARIMGANJ,2008,23,7,6,11,0,69
776,ASSAM,KOKRAJHAR,2008,15,18,3,51,0,38
777,ASSAM,LAKHIMPUR,2008,69,74,0,63,0,175
778,ASSAM,MORIGAON,2008,40,34,1,39,0,28
779,ASSAM,N.C.HILLS,2008,2,6,0,5,0,9
780,ASSAM,NAGAON,2008,61,124,7,115,5,158
781,ASSAM,NALBARI,2008,27,31,0,11,0,24
782,ASSAM,R.P.O.,2008,1,1,0,0,0,0
783,ASSAM,SIBSAGAR,2008,57,57,6,28,0,71
784,ASSAM,SONITPUR,2008,67,109,9,53,0,146
785,ASSAM,TINSUKIA,2008,41,39,1,5,0,24
786,ASSAM,TOTAL,2008,970,1276,70,984,7,1694
787,BIHAR,ARARIA,2008,101,79,5,2,0,30
788,BIHAR,ARWAL,2008,0,0,8,12,0,2
789,BIHAR,AURANGABAD,2008,12,3,33,4,0,6
790,BIHAR,BAGAHA,2008,23,3,0,6,0,3
791,BIHAR,BANKA,2008,27,9,10,4,0,14
792,BIHAR,BEGUSARAI,2008,20,15,23,23,0,40
793,BIHAR,BETTIAH,2008,55,10,31,66,0,58
794,BIHAR,BHABHUA,2008,17,7,17,0,0,18
795,BIHAR,BHAGALPUR,2008,40,51,19,10,0,26
796,BIHAR,BHOJPUR,2008,17,17,51,4,0,79
797,BIHAR,BUXAR,2008,17,0,16,0,0,16
798,BIHAR,DARBHANGA,2008,52,31,26,38,0,73
799,BIHAR,GAYA,2008,31,18,26,27,0,44
800,BIHAR,GOPALGANJ,2008,16,16,23,0,0,51
801,BIHAR,JAMALPUR RLY.,2008,0,1,1,2,0,0
802,BIHAR,JAMUI,2008,15,13,21,0,0,19
803,BIHAR,JEHANABAD,2008,7,9,21,0,0,5
804,BIHAR,KATIHAR,2008,77,69,5,5,0,32
805,BIHAR,KATIHAR RLY.,2008,2,1,1,2,0,0
806,BIHAR,KHAGARIA,2008,15,14,9,8,0,17
807,BIHAR,KISHANGANJ,2008,20,26,5,4,0,37
808,BIHAR,LAKHISARAI,2008,2,6,4,10,0,6
809,BIHAR,MADHEPURA,2008,10,7,4,7,0,9
810,BIHAR,MADHUBANI,2008,31,15,58,165,0,111
811,BIHAR,MOTIHARI,2008,41,37,48,12,0,94
812,BIHAR,MUNGER,2008,11,27,8,0,0,0
813,BIHAR,MUZAFFARPUR,2008,60,22,42,26,0,178
814,BIHAR,MUZAFFARPUR RLY.,2008,2,3,0,5,0,1
815,BIHAR,NALANDA,2008,32,22,45,23,0,44
816,BIHAR,NAUGACHIA,2008,11,6,7,3,0,15
817,BIHAR,NAWADAH,2008,34,8,12,3,2,30
